,index,attendance,away_assists,away_at_bats,away_average_leverage_index,away_base_out_runs_added,away_base_out_runs_saved,away_bases_on_balls,away_batting_average,away_earned_runs,away_fly_balls,away_game_score,away_grounded_balls,away_hits,away_home_runs,away_inherited_runners,away_inherited_score,away_innings_pitched,away_line_drives,away_on_base_percentage,away_on_base_plus,away_pitches,away_plate_appearances,away_putouts,away_rbi,away_runs,away_slugging_percentage,away_strikeouts,away_strikes,away_strikes_by_contact,away_strikes_looking,away_strikes_swinging,away_unknown_bat_type,away_win_probability_added,away_win_probability_by_pitcher,away_win_probability_for_offensive_player,away_win_probability_subtracted,date,duration,home_assists,home_at_bats,home_average_leverage_index,home_base_out_runs_added,home_base_out_runs_saved,home_bases_on_balls,home_batting_average,home_earned_runs,home_fly_balls,home_game_score,home_grounded_balls,home_hits,home_home_runs,home_inherited_runners,home_inherited_score,home_innings_pitched,home_line_drives,home_on_base_percentage,home_on_base_plus,home_pitches,home_plate_appearances,home_putouts,home_rbi,home_runs,home_slugging_percentage,home_strikeouts,home_strikes,home_strikes_by_contact,home_strikes_looking,home_strikes_swinging,home_unknown_bat_type,home_win_probability_added,home_win_probability_by_pitcher,home_win_probability_for_offensive_player,home_win_probability_subtracted,losing_abbr,losing_name,time,time_of_day,venue,winner,winning_abbr,winning_name,location
87,NYN/NYN201907050,32546,5,36,1.07,2.6,2.4,5,0.25,7.0,13,50,10,9,1,0,0,9.0,4,0.341,0.786,127,41,27,7,7,0.444,13,102,58,20,24,0,1.19,0.229,0.271,-0.917,"Friday, July 5, 2019",3:15,4,33,1.28,-2.4,-2.6,1,0.212,2.0,19,70,7,7,1,4,2,9.0,8,0.257,0.59,156,35,27,2,2,0.333,7,85,50,21,16,0,0.519,-0.271,-0.23,-0.747,NYM,New York Mets,7:10 p.m. Local,Night,Citi Field,Away,PHI,Philadelphia Phillies,Home
88,NYN/NYN201907060,31350,13,38,1.28,0.6,-2.1,3,0.316,5.0,15,23,16,12,0,1,0,8.0,9,0.381,0.881,129,42,24,5,5,0.5,7,101,58,30,13,0,1.166,-0.378,-0.123,-1.287,"Saturday, July 6, 2019",3:22,11,34,1.66,2.1,-0.6,1,0.353,5.62,16,37,13,12,2,2,1,9.0,9,0.421,0.892,154,38,27,5,6,0.471,5,78,54,18,8,0,1.092,0.121,0.378,-0.716,PHI,Philadelphia Phillies,8:01 p.m. Local,Night,Citi Field,Home,NYM,New York Mets,Home
89,NYN/NYN201907070,34247,10,38,0.52,3.6,1.4,2,0.342,8.0,20,65,8,13,2,2,0,9.0,8,0.39,1.022,134,41,27,8,8,0.632,10,105,64,31,10,0,0.484,0.211,0.288,-0.195,"Sunday, July 7, 2019",3:20,7,33,0.39,-1.4,-3.6,4,0.152,2.0,15,32,12,5,3,0,0,9.0,5,0.243,0.607,166,37,27,3,3,0.364,6,91,50,26,15,0,0.182,-0.289,-0.212,-0.394,NYM,New York Mets,1:10 p.m. Local,Day,Citi Field,Away,PHI,Philadelphia Phillies,Home
90,MIA/MIA201907120,11856,12,31,0.51,-0.5,-4.0,5,0.161,4.0,15,33,5,5,3,2,1,8.0,6,0.278,0.536,130,36,24,4,4,0.258,11,94,50,24,20,0,0.415,-0.367,-0.133,-0.545,"Friday, July 12, 2019",2:57,5,29,0.85,4.0,0.5,2,0.276,9.0,16,59,11,8,1,0,0,9.0,6,0.353,1.043,154,34,27,8,8,0.69,3,76,47,22,8,0,0.596,0.134,0.366,-0.228,NYM,New York Mets,7:11 p.m. Local,Night,Marlins Park,Home,MIA,Miami Marlins,Away
91,MIA/MIA201907130,12963,10,33,1.23,-0.5,2.5,6,0.242,4.0,15,68,6,8,0,0,0,9.0,5,0.359,0.814,132,39,27,4,4,0.455,12,103,51,24,28,0,0.859,0.366,0.132,-0.727,"Saturday, July 13, 2019",3:05,7,33,0.98,-2.5,0.5,0,0.182,2.0,7,51,14,6,2,0,0,9.0,6,0.206,0.479,161,34,27,2,2,0.273,12,88,38,24,26,0,0.502,-0.134,-0.367,-0.871,MIA,Miami Marlins,6:10 p.m. Local,Night,Marlins Park,Away,NYM,New York Mets,Away
92,MIA/MIA201907140,14780,11,38,1.22,1.5,2.5,2,0.316,6.0,18,54,14,12,1,3,0,9.0,5,0.372,0.898,164,43,27,6,6,0.526,7,102,60,13,29,0,0.705,0.282,0.219,-0.488,"Sunday, July 14, 2019",3:16,6,36,0.86,-2.5,-1.5,5,0.306,2.0,13,42,14,11,2,0,0,9.0,6,0.39,0.807,145,41,27,2,2,0.417,9,102,53,31,18,0,0.587,-0.218,-0.282,-0.868,MIA,Miami Marlins,1:11 p.m. Local,Day,Marlins Park,Away,NYM,New York Mets,Away
93,MIN/MIN201907160,28712,10,32,2.16,-2.0,3.0,2,0.219,1.0,13,45,15,7,1,3,0,9.0,8,0.257,0.507,163,35,27,2,3,0.25,5,76,50,13,13,0,0.595,0.649,-0.147,-0.741,"Tuesday, July 16, 2019",3:13,14,33,1.0,-3.0,2.0,5,0.242,2.0,17,55,11,8,0,1,0,9.0,9,0.359,0.753,123,39,27,2,2,0.394,5,91,58,17,18,0,0.929,0.146,-0.645,-1.572,MIN,Minnesota Twins,7:11 p.m. Local,Night,Target Field,Away,NYM,New York Mets,Away
94,MIN/MIN201907170,35124,9,45,0.77,9.0,1.0,2,0.378,7.0,16,53,21,17,2,0,0,9.0,6,0.417,1.172,136,48,27,11,14,0.756,8,118,78,22,18,0,1.198,0.057,0.442,-0.755,"Wednesday, July 17, 2019",3:16,14,34,0.95,-1.0,-9.0,2,0.235,4.0,18,59,9,8,3,0,0,9.0,9,0.278,0.748,166,36,27,4,4,0.471,7,93,59,24,10,0,0.52,-0.442,-0.057,-0.575,MIN,Minnesota Twins,12:47 p.m. Local,Day,Target Field,Away,NYM,New York Mets,Away
95,SFN/SFN201907180,36862,14,56,1.99,-5.9,2.6,4,0.196,1.12,20,68,20,11,0,0,0,15.0,9,0.25,0.554,242,60,45,1,2,0.304,16,139,78,32,29,0,1.241,0.578,-1.078,-2.317,"Thursday, July 18, 2019",4:47,19,56,1.91,-2.6,5.9,4,0.25,1.8,24,78,15,14,1,2,0,16.0,10,0.306,0.681,211,62,48,3,3,0.375,18,166,104,27,35,0,1.709,1.078,-0.577,-2.288,NYM,New York Mets,6:45 p.m. Local,Night,Oracle Park,Home,SFG,San Francisco Giants,Away
96,SFN/SFN201907190,32861,6,33,1.69,-5.0,3.7,1,0.091,0.0,13,78,11,3,0,0,0,9.2,5,0.143,0.264,165,35,29,0,0,0.121,9,78,41,18,19,0,0.183,0.321,-0.82,-1.003,"Friday, July 19, 2019",2:51,10,31,1.27,-3.7,5.0,7,0.097,0.0,14,80,5,3,0,0,0,10.0,3,0.263,0.392,113,39,30,0,1,0.129,13,100,62,17,24,0,0.907,0.822,-0.321,-1.227,NYM,New York Mets,7:14 p.m. Local,Night,Oracle Park,Home,SFG,San Francisco Giants,Away
97,SFN/SFN201907200,33860,14,42,0.62,6.5,0.5,1,0.405,11.0,20,56,12,17,2,0,0,9.0,6,0.432,1.17,114,44,27,11,11,0.738,10,112,74,21,17,0,0.652,0.223,0.276,-0.377,"Saturday, July 20, 2019",2:50,7,34,0.49,-0.5,-6.5,0,0.265,4.0,15,46,12,9,4,0,0,9.0,7,0.286,0.727,164,35,27,4,4,0.441,7,81,46,23,12,0,0.233,-0.275,-0.227,-0.459,SFG,San Francisco Giants,1:06 p.m. Local,Day,Oracle Park,Away,NYM,New York Mets,Away
98,SFN/SFN201907210,35406,12,39,1.64,-4.0,2.7,4,0.128,1.5,15,57,11,5,1,2,0,11.1,5,0.209,0.517,164,44,34,2,2,0.308,14,121,69,29,23,0,0.546,0.363,-0.864,-1.409,"Sunday, July 21, 2019",3:28,11,40,1.51,-2.7,4.0,3,0.175,2.38,18,57,12,7,2,0,0,12.0,7,0.25,0.55,186,44,36,3,3,0.3,10,107,61,28,18,0,1.151,0.863,-0.362,-1.515,NYM,New York Mets,1:05 p.m. Local,Day,Oracle Park,Home,SFG,San Francisco Giants,Away
99,NYN/NYN201907230,33199,6,30,0.59,-2.4,-1.1,7,0.167,2.0,13,47,9,5,3,1,0,8.0,3,0.316,0.516,123,38,24,2,2,0.2,9,100,53,29,18,0,0.406,-0.077,-0.424,-0.83,"Tuesday, July 23, 2019",3:02,6,31,1.05,1.1,2.4,3,0.258,5.62,19,74,8,8,0,4,1,9.0,8,0.343,0.891,171,35,27,5,5,0.548,4,83,57,15,11,0,0.437,0.423,0.077,-0.362,SDP,San Diego Padres,7:12 p.m. Local,Night,Citi Field,Home,NYM,New York Mets,Home
100,NYN/NYN201907240,32252,8,35,1.18,2.6,2.4,6,0.4,6.0,15,51,13,14,0,0,0,9.0,7,0.465,0.979,169,43,27,7,7,0.514,9,97,48,33,16,0,0.831,0.265,0.233,-0.595,"Wednesday, July 24, 2019",3:20,11,31,0.81,-2.4,-2.6,5,0.161,2.0,10,50,8,5,0,3,1,9.0,6,0.278,0.536,145,36,27,2,2,0.258,13,107,61,25,21,0,0.482,-0.236,-0.265,-0.747,NYM,New York Mets,7:10 p.m. Local,Night,Citi Field,Away,SDP,San Diego Padres,Home
101,NYN/NYN201907250,37822,10,33,0.34,-4.4,-0.1,1,0.182,0.0,11,27,9,6,0,2,0,8.0,6,0.206,0.388,134,34,24,0,0,0.182,13,93,50,20,23,0,0.094,-0.225,-0.277,-0.371,"Thursday, July 25, 2019",2:49,7,34,0.5,0.1,4.4,6,0.353,4.5,13,77,16,12,0,1,0,9.0,7,0.452,0.864,140,42,27,4,4,0.412,6,82,53,19,10,0,0.403,0.276,0.224,-0.179,SDP,San Diego Padres,12:10 p.m. Local,Day,Citi Field,Home,NYM,New York Mets,Home
102,NYN/NYN201907260,33776,6,34,0.53,-1.4,-2.1,1,0.206,3.0,15,41,9,7,4,0,0,8.0,5,0.229,0.552,108,35,24,3,3,0.324,10,81,50,18,13,0,0.613,-0.36,-0.141,-0.752,"Friday, July 26, 2019",2:21,7,30,1.11,2.1,1.4,0,0.2,6.75,20,53,6,6,1,1,0,9.0,2,0.226,0.892,117,31,27,6,6,0.667,4,78,50,21,7,0,0.615,0.14,0.36,-0.254,PIT,Pittsburgh Pirates,7:11 p.m. Local,Night,Citi Field,Home,NYM,New York Mets,Home
103,NYN/NYN201907270,39944,7,31,0.75,-4.4,0.9,0,0.161,0.0,10,66,14,5,2,0,0,8.0,4,0.161,0.387,115,31,24,0,0,0.226,7,67,41,19,7,0,0.337,0.018,-0.519,-0.854,"Saturday, July 27, 2019",2:10,15,28,1.1,-0.9,4.4,2,0.107,2.25,13,84,7,3,0,,,9.0,2,0.167,0.524,99,30,27,3,3,0.357,8,77,41,15,21,0,0.415,0.518,-0.019,-0.433,PIT,Pittsburgh Pirates,7:11 p.m. Local,Night,Citi Field,Home,NYM,New York Mets,Home
104,NYN/NYN201907280,32976,6,37,0.37,2.6,-4.1,5,0.243,7.0,17,35,12,9,1,0,0,8.0,4,0.333,0.847,153,42,24,6,7,0.514,8,102,55,26,21,0,0.369,-0.384,-0.116,-0.483,"Sunday, July 28, 2019",3:21,5,32,0.63,4.1,-2.6,5,0.25,5.62,16,47,10,8,3,2,1,9.0,5,0.375,0.75,166,40,27,7,8,0.375,7,96,53,27,16,0,0.504,0.117,0.384,-0.12,PIT,Pittsburgh Pirates,1:12 p.m. Local,Day,Citi Field,Home,NYM,New York Mets,Home
105,CHA/CHA201907300,15947,12,43,2.33,-0.9,3.9,4,0.279,4.09,17,76,19,12,0,5,0,11.0,10,0.354,0.796,158,49,33,5,5,0.442,8,118,77,23,18,0,1.013,0.417,0.083,-0.929,"Tuesday, July 30, 2019",3:51,17,37,1.2,-3.9,0.9,3,0.162,0.82,7,50,16,6,2,1,1,11.0,3,0.238,0.427,187,42,33,1,2,0.189,15,103,55,19,29,0,1.336,-0.084,-0.416,-1.751,CHW,Chicago White Sox,7:12 p.m. Local,Night,Guaranteed Rate Field,Away,NYM,New York Mets,Away
106,CHA/CHA201907310,25812,6,34,1.54,-0.8,2.8,5,0.176,1.0,14,72,9,6,1,0,0,9.0,5,0.282,0.488,159,39,27,4,4,0.206,11,90,53,18,19,0,1.028,0.462,0.038,-0.988,"Wednesday, July 31, 2019",3:27,8,34,1.51,-2.8,0.8,3,0.235,2.0,12,73,8,8,0,2,0,9.0,6,0.289,0.642,144,38,27,2,2,0.353,15,103,52,25,26,0,0.511,-0.038,-0.462,-0.973,CHW,Chicago White Sox,7:11 p.m. Local,Night,Guaranteed Rate Field,Away,NYM,New York Mets,Away
107,CHA/CHA201908010,23477,11,32,0.75,-0.8,4.8,3,0.25,4.0,12,76,13,8,0,0,0,9.0,7,0.314,0.689,115,35,27,4,4,0.375,7,82,51,18,13,0,0.55,0.44,0.06,-0.49,"Thursday, August 1, 2019",2:32,13,30,0.72,-4.8,0.8,1,0.133,0.0,9,51,13,4,1,0,0,9.0,4,0.161,0.295,140,31,27,0,0,0.133,8,78,38,20,20,0,0.11,-0.061,-0.44,-0.549,CHW,Chicago White Sox,1:11 p.m. Local,Day,Guaranteed Rate Field,Away,NYM,New York Mets,Away
108,PIT/PIT201908020,24311,7,35,0.75,-0.6,-3.9,3,0.257,3.0,15,32,15,9,1,1,0,8.0,9,0.316,0.659,151,39,24,3,4,0.343,6,102,61,25,16,0,0.625,-0.497,-0.003,-0.63,"Friday, August 2, 2019",3:11,13,32,0.91,3.9,0.6,6,0.312,9.0,16,47,11,10,0,1,1,9.0,6,0.421,0.859,155,39,27,8,8,0.438,6,86,51,23,12,0,0.84,0.003,0.497,-0.342,NYM,New York Mets,7:07 p.m. Local,Night,PNC Park,Home,PIT,Pittsburgh Pirates,Away
109,PIT/PIT201908030,37335,11,38,1.19,2.4,-0.4,3,0.289,4.0,13,38,15,11,1,5,1,9.0,7,0.357,0.91,163,42,27,7,7,0.553,10,105,59,23,23,0,1.287,0.143,0.359,-0.929,"Saturday, August 3, 2019",3:21,9,35,1.34,0.4,-2.4,5,0.286,5.0,16,62,10,10,2,1,0,9.0,11,0.39,0.79,148,41,27,5,5,0.4,9,97,54,26,17,0,0.748,-0.358,-0.143,-0.892,PIT,Pittsburgh Pirates,7:07 p.m. Local,Night,PNC Park,Away,NYM,New York Mets,Away
110,PIT/PIT201908040,22716,13,43,0.28,8.4,2.6,2,0.372,11.0,17,69,15,16,1,0,0,9.0,8,0.413,1.134,110,46,27,11,13,0.721,11,107,58,26,23,0,0.5,0.13,0.369,-0.131,"Sunday, August 4, 2019",2:51,9,31,0.23,-2.6,-8.4,1,0.129,2.0,10,13,16,4,3,1,0,9.0,1,0.156,0.414,151,32,27,2,2,0.258,5,80,49,17,14,0,0.052,-0.37,-0.129,-0.181,PIT,Pittsburgh Pirates,1:37 p.m. Local,Day,PNC Park,Away,NYM,New York Mets,Away
111,NYN/NYN201908051,,4,32,0.58,-2.4,-2.1,2,0.188,2.0,13,32,7,6,2,0,0,8.0,5,0.257,0.632,133,35,24,2,2,0.375,12,94,52,21,21,0,0.391,-0.287,-0.215,-0.605,"Monday, August 5, 2019",2:51,7,29,0.81,2.1,2.4,6,0.207,6.75,15,66,7,6,1,0,0,9.0,7,0.368,0.782,135,38,27,6,6,0.414,8,84,49,16,19,0,0.59,0.213,0.287,-0.302,MIA,Miami Marlins,4:10 p.m. Local,Day,Citi Field,Home,NYM,New York Mets,Home
112,NYN/NYN201908052,29645,6,33,1.2,-0.4,-1.1,3,0.273,4.0,15,54,10,9,3,0,0,8.0,8,0.333,0.818,162,36,24,4,4,0.485,8,88,46,31,11,0,0.857,-0.417,-0.083,-0.939,"Monday, August 5, 2019",3:09,11,31,1.25,1.1,0.4,3,0.258,5.62,15,34,8,8,1,2,2,9.0,4,0.343,0.924,134,35,27,5,5,0.581,8,104,63,24,17,0,1.154,0.082,0.417,-0.737,MIA,Miami Marlins,7:36 p.m. Local,Night,Citi Field,Home,NYM,New York Mets,Home
113,NYN/NYN201908060,27479,7,33,0.51,-4.4,-1.1,1,0.273,0.0,7,37,21,9,2,0,0,8.0,5,0.314,0.648,136,35,24,0,0,0.333,5,79,46,23,10,0,0.282,-0.226,-0.275,-0.557,"Tuesday, August 6, 2019",2:38,18,31,0.73,1.1,4.4,3,0.258,5.62,15,70,8,8,0,0,0,9.0,5,0.324,0.872,113,34,27,5,5,0.548,8,92,56,14,22,0,0.479,0.274,0.227,-0.252,MIA,Miami Marlins,7:10 p.m. Local,Night,Citi Field,Home,NYM,New York Mets,Home
114,NYN/NYN201908070,26349,6,32,0.43,-2.4,-3.1,3,0.25,2.0,11,51,12,8,4,0,0,8.0,7,0.314,0.689,116,35,24,2,2,0.375,9,94,55,20,19,0,0.402,-0.285,-0.214,-0.617,"Wednesday, August 7, 2019",2:26,12,34,0.88,3.1,2.4,1,0.294,7.88,21,57,5,10,1,1,0,9.0,12,0.333,1.01,137,36,27,7,7,0.676,8,83,56,12,15,0,0.536,0.215,0.284,-0.251,MIA,Miami Marlins,12:10 p.m. Local,Day,Citi Field,Home,NYM,New York Mets,Home
115,NYN/NYN201908090,39602,9,38,1.5,1.6,-3.0,3,0.342,6.0,11,61,13,13,3,0,0,8.2,6,0.39,0.969,139,41,26,5,6,0.579,14,104,50,29,25,0,1.164,-0.798,0.299,-0.865,"Friday, August 9, 2019",3:20,11,37,1.11,3.0,-1.6,2,0.297,7.27,17,44,13,11,2,3,2,9.0,8,0.333,0.928,164,39,27,7,7,0.595,7,94,64,18,12,0,1.756,-0.298,0.797,-0.96,WSN,Washington Nationals,7:11 p.m. Local,Night,Citi Field,Home,NYM,New York Mets,Home
116,NYN/NYN201908100,43875,9,33,1.24,-1.4,-0.1,2,0.242,3.0,14,65,11,8,3,2,1,8.0,5,0.286,0.71,126,35,24,3,3,0.424,8,84,47,27,10,0,0.701,-0.359,-0.142,-0.843,"Saturday, August 10, 2019",2:34,9,29,1.07,0.1,1.4,2,0.172,3.38,9,58,12,5,2,0,0,9.0,2,0.219,0.702,129,32,27,4,4,0.483,9,86,44,23,19,0,0.864,0.141,0.358,-0.505,WSN,Washington Nationals,7:11 p.m. Local,Night,Citi Field,Home,NYM,New York Mets,Home
117,NYN/NYN201908110,41000,7,37,1.55,2.6,0.4,3,0.27,4.0,14,43,8,10,0,4,1,9.0,9,0.341,0.72,155,41,27,4,7,0.378,15,115,61,32,22,0,1.129,0.18,0.32,-0.809,"Sunday, August 11, 2019",3:35,6,35,1.33,-0.4,-2.6,2,0.257,4.0,18,59,10,9,1,4,2,9.0,8,0.308,0.651,176,39,27,4,4,0.343,8,97,67,14,16,0,0.861,-0.32,-0.18,-1.042,NYM,New York Mets,1:10 p.m. Local,Day,Citi Field,Away,WSN,Washington Nationals,Home
118,ATL/ATL201908130,27627,12,35,0.7,-2.0,-0.6,3,0.286,3.0,14,23,13,10,1,2,0,8.0,9,0.359,0.702,138,39,24,3,3,0.343,8,97,64,21,12,0,0.419,-0.194,-0.306,-0.724,"Tuesday, August 13, 2019",3:18,11,35,0.94,0.6,2.0,2,0.371,5.62,17,57,14,13,0,3,2,9.0,7,0.421,0.935,150,38,27,5,5,0.514,4,87,55,17,15,0,0.622,0.304,0.194,-0.427,NYM,New York Mets,7:22 p.m. Local,Night,SunTrust Park,Home,ATL,Atlanta Braves,Away
119,ATL/ATL201908140,23582,7,38,1.03,-1.0,-1.6,2,0.316,4.0,14,68,14,12,0,2,1,8.0,6,0.366,0.708,136,41,24,4,4,0.342,10,100,52,26,22,0,1.02,-0.377,-0.122,-1.142,"Wednesday, August 14, 2019",3:15,9,31,1.52,1.6,1.0,4,0.258,6.75,15,67,9,8,0,4,1,9.0,11,0.343,0.633,157,35,27,6,6,0.29,7,81,49,17,15,0,0.796,0.122,0.377,-0.418,NYM,New York Mets,8:32 p.m. Local,Night,SunTrust Park,Home,ATL,Atlanta Braves,Away
120,ATL/ATL201908150,25424,8,46,0.45,5.0,-3.0,4,0.5,10.0,23,51,18,23,6,0,0,9.0,14,0.54,1.257,159,51,27,10,10,0.717,6,115,83,13,19,0,0.603,0.095,0.403,-0.196,"Thursday, August 15, 2019",3:33,11,37,0.35,3.0,-5.0,5,0.297,7.0,19,13,10,11,2,4,1,9.0,8,0.381,1.165,180,42,27,8,8,0.784,8,97,57,22,18,0,0.264,-0.404,-0.095,-0.358,ATL,Atlanta Braves,7:22 p.m. Local,Night,SunTrust Park,Away,NYM,New York Mets,Away
121,KCA/KCA201908160,21439,11,33,0.98,-4.0,0.5,3,0.242,0.0,10,58,17,8,0,3,2,8.0,3,0.324,0.567,134,37,24,1,1,0.242,6,85,49,23,13,0,0.602,0.009,-0.508,-1.11,"Friday, August 16, 2019",3:01,12,31,1.39,-0.5,4.0,4,0.258,4.5,11,61,12,8,0,1,0,9.0,6,0.343,0.73,133,35,27,4,4,0.387,8,87,55,17,15,0,0.62,0.508,-0.009,-0.63,NYM,New York Mets,7:16 p.m. Local,Night,Kauffman Stadium,Home,KCR,Kansas City Royals,Away
122,KCA/KCA201908170,28697,10,36,1.18,-1.0,4.0,3,0.306,4.0,12,70,15,11,0,0,0,9.0,8,0.39,0.779,133,41,27,4,4,0.389,9,86,45,23,18,0,0.956,0.437,0.064,-0.892,"Saturday, August 17, 2019",2:35,11,30,1.24,-4.0,1.0,2,0.133,1.0,13,52,11,4,0,5,2,9.0,7,0.188,0.321,131,32,27,1,1,0.133,6,82,45,18,19,0,0.414,-0.064,-0.438,-0.85,KCR,Kansas City Royals,6:16 p.m. Local,Night,Kauffman Stadium,Away,NYM,New York Mets,Away
123,KCA/KCA201908180,20661,11,39,0.97,6.0,0.0,2,0.41,11.0,19,46,15,16,0,0,0,9.0,10,0.439,1.183,148,42,27,11,11,0.744,6,101,65,21,15,0,1.133,-0.149,0.649,-0.483,"Sunday, August 18, 2019",3:01,11,32,0.88,-0.0,-6.0,1,0.188,4.0,15,51,13,6,2,3,1,9.0,6,0.206,0.456,154,36,27,5,5,0.25,6,96,67,18,10,0,0.558,-0.65,0.149,-0.41,KCR,Kansas City Royals,1:16 p.m. Local,Day,Kauffman Stadium,Away,NYM,New York Mets,Away
124,NYN/NYN201908200,33800,7,34,0.64,-2.4,-5.1,2,0.176,1.0,12,58,10,6,2,2,2,8.0,6,0.222,0.546,134,36,24,2,2,0.324,12,79,41,27,11,0,0.51,-0.312,-0.187,-0.697,"Tuesday, August 20, 2019",2:41,6,34,1.04,5.1,2.4,3,0.265,7.88,15,62,11,9,1,2,0,9.0,4,0.324,0.824,129,37,27,9,9,0.5,8,94,59,21,14,0,0.724,0.189,0.311,-0.411,CLE,Cleveland Indians,7:10 p.m. Local,Night,Citi Field,Home,NYM,New York Mets,Home
125,NYN/NYN201908210,28349,7,37,1.88,-1.9,0.4,2,0.243,2.7,15,60,16,9,0,1,0,9.2,6,0.282,0.687,159,40,29,3,3,0.405,7,96,56,29,11,0,1.091,-0.44,-0.059,-1.151,"Wednesday, August 21, 2019",3:22,13,37,1.52,-0.4,1.9,4,0.243,3.72,21,48,9,9,1,0,0,10.0,7,0.317,0.641,144,42,30,4,4,0.324,8,106,64,25,17,0,1.441,0.06,0.439,-1.001,CLE,Cleveland Indians,7:16 p.m. Local,Night,Citi Field,Home,NYM,New York Mets,Home
126,NYN/NYN201908220,30998,8,26,0.69,-3.9,0.1,1,0.077,0.0,11,56,8,2,0,1,0,7.0,3,0.111,0.188,101,27,21,0,0,0.077,7,66,37,18,11,0,0.083,0.002,-0.477,-0.56,"Thursday, August 22, 2019",2:08,6,26,0.91,-0.1,3.9,1,0.192,2.57,13,73,10,5,0,0,0,8.0,7,0.25,0.519,102,28,24,2,2,0.269,3,63,42,16,5,0,0.38,0.477,-0.001,-0.383,CLE,Cleveland Indians,7:11 p.m. Local,Night,Citi Field,Home,NYM,New York Mets,Home
127,NYN/NYN201908230,31437,14,49,1.99,-4.8,5.8,5,0.163,1.29,13,74,11,8,1,0,0,14.0,6,0.255,0.438,219,56,42,2,2,0.184,26,142,59,35,48,0,1.196,1.225,-0.725,-1.921,"Friday, August 23, 2019",4:37,3,47,1.81,-5.8,4.8,4,0.128,0.64,15,77,18,6,0,0,0,14.0,6,0.212,0.424,220,52,42,1,1,0.213,14,141,79,40,22,0,0.83,0.726,-1.224,-2.055,NYM,New York Mets,7:10 p.m. Local,Night,Citi Field,Away,ATL,Atlanta Braves,Home
128,NYN/NYN201908240,38300,11,37,1.14,4.6,-0.6,6,0.297,9.0,21,38,10,11,1,0,0,9.0,9,0.395,1.017,144,44,27,8,9,0.622,6,96,59,21,16,1,1.156,-0.095,0.596,-0.561,"Saturday, August 24, 2019",3:14,10,37,0.91,0.6,-4.6,0,0.297,5.0,12,39,17,11,3,1,1,9.0,5,0.297,0.757,166,37,27,5,5,0.459,8,97,55,25,17,0,0.905,-0.594,0.095,-0.808,NYM,New York Mets,7:10 p.m. Local,Night,Citi Field,Away,ATL,Atlanta Braves,Home
129,NYN/NYN201908250,30170,16,30,1.79,-2.4,3.4,2,0.1,2.0,11,73,7,3,0,0,0,9.0,4,0.156,0.49,146,32,27,2,2,0.333,12,98,51,28,19,0,0.309,0.64,-0.141,-0.45,"Sunday, August 25, 2019",2:45,7,31,0.65,-3.4,2.4,3,0.226,1.0,8,69,16,7,2,0,0,9.0,5,0.314,0.572,146,35,27,1,1,0.258,7,91,46,26,19,0,0.62,0.14,-0.641,-1.261,NYM,New York Mets,1:11 p.m. Local,Day,Citi Field,Away,ATL,Atlanta Braves,Home
130,NYN/NYN201908270,34158,13,35,0.85,0.6,2.4,2,0.314,5.0,11,74,14,11,2,0,0,9.0,7,0.351,0.98,119,37,27,5,5,0.629,10,91,47,26,18,0,0.607,0.291,0.208,-0.399,"Tuesday, August 27, 2019",2:54,15,32,0.64,-2.4,-0.6,1,0.188,2.0,11,49,15,6,2,0,0,9.0,4,0.212,0.65,146,34,27,2,2,0.438,7,82,52,18,12,0,0.337,-0.208,-0.292,-0.629,NYM,New York Mets,7:12 p.m. Local,Night,Citi Field,Away,CHC,Chicago Cubs,Home
131,NYN/NYN201908280,33987,11,38,0.79,5.6,-2.6,2,0.316,9.0,16,26,10,12,2,5,1,9.0,6,0.366,0.971,164,42,27,9,10,0.605,13,103,53,24,27,0,0.54,0.061,0.441,-0.099,"Wednesday, August 28, 2019",3:24,7,40,0.3,2.6,-5.6,3,0.35,6.0,21,7,13,14,3,0,0,9.0,11,0.422,0.997,153,45,27,7,7,0.575,6,105,69,20,16,0,0.561,-0.439,-0.063,-0.622,NYM,New York Mets,7:22 p.m. Local,Night,Citi Field,Away,CHC,Chicago Cubs,Home
132,NYN/NYN201908290,38389,6,32,0.85,-0.4,3.4,1,0.188,4.0,12,59,10,6,1,0,0,9.0,3,0.212,0.587,136,33,27,4,4,0.375,10,88,55,21,12,0,0.565,0.385,0.114,-0.451,"Thursday, August 29, 2019",2:35,4,32,0.76,-3.4,0.4,3,0.156,1.0,18,58,7,5,2,0,0,9.0,9,0.229,0.51,127,35,27,1,1,0.281,7,83,51,16,16,0,0.251,-0.115,-0.385,-0.636,NYM,New York Mets,7:10 p.m. Local,Night,Citi Field,Away,CHC,Chicago Cubs,Home
133,PHI/PHI201908300,30503,10,39,0.94,6.1,-0.1,4,0.308,11.0,18,55,12,12,0,0,0,9.0,9,0.386,0.976,145,44,27,11,11,0.59,9,97,51,25,21,0,1.092,0.293,0.206,-0.888,"Friday, August 30, 2019",3:28,8,34,1.38,0.1,-6.1,4,0.353,5.0,19,66,11,12,3,5,2,9.0,15,0.4,0.871,158,41,27,5,5,0.471,7,102,67,23,12,0,0.417,-0.206,-0.292,-0.71,PHI,Philadelphia Phillies,7:07 p.m. Local,Night,Citizens Bank Park,Away,NYM,New York Mets,Away
